coopeuch-migracion-rscondicionescomerciales,servicio-condiciones-comerciales,PA_SEL_WS_CONSULTARCLIENTE,Operación,Route,Operación consultar cliente. Consulta cliente,direct:PA_SEL_WS_CONSULTARCLIENTE,DB2,,,cl.coopeuch.integracion.condicionescomerciales.util.RouteFacade,salidaProcedimientoAlmacenado,,800,,,,DB2|PA_SEL_WS_CONSULTARCLIENTE.sql,,,,,Consultar Cliente,Operación consultar cliente,ALTA,DB2
coopeuch-migracion-rscondicionescomerciales,servicio-condiciones-comerciales,PA_SEL_WS_CONSULTAREXSOCIO,Operación,Route,Operación consultar ex socio. Consulta ex socio,direct:PA_SEL_WS_CONSULTAREXSOCIO,DB2,,,cl.coopeuch.integracion.condicionescomerciales.util.RouteFacade,salidaProcedimientoAlmacenado,,800,,,,DB2|PA_SEL_WS_CONSULTAREXSOCIO.sql,,,,,Consultar Ex Socio,Operación consultar ex socio,ALTA,DB2
coopeuch-migracion-rscondicionescomerciales,servicio-condiciones-comerciales,consultarListaNegra,Operación,Route,Operación consultar lista negra. Consulta lista negra,direct:consultarListaNegra,REST,,,cl.coopeuch.integracion.condicionescomerciales.util.RouteFacade,consultarListasNegrasRequest|consultarListaNegraResponse,,800,,,,REST|endpointRSListaNegra,,,,,Consultar Lista Negra,Operación consultar lista negra,ALTA,REST
coopeuch-migracion-rscondicionescomerciales,servicio-condiciones-comerciales,traerDatosBasicosDG,Operación,Route,Operación traer datos básicos DG. Trae datos básicos DG,direct:traerDatosBasicosDG,AMQ,,,cl.coopeuch.integracion.condicionescomerciales.util.RouteFacade,crearJMSCorrelationId24,,800,,,,ActiveMQ|{{colas.servicio.persona.in.temp}}|exchangePattern=InOut,,,,,Traer Datos Básicos DG,Operación traer datos básicos DG,ALTA,ActiveMQ
coopeuch-migracion-rscondicionescomerciales,servicio-condiciones-comerciales,regla15,Operación,Route,Operación regla 15. Aplica regla 15,direct:regla15,DB2,,,cl.coopeuch.integracion.condicionescomerciales.util.RouteFacade,salidaRegla15,,800,,,,DB2|PA_SEL_WS_CONSULTARSOLICITUDINGRESADO.sql,,,,,Regla 15,Operación regla 15,ALTA,DB2
coopeuch-migracion-rscondicionescomerciales,servicio-condiciones-comerciales,ingresado,Operación,Route,Operación ingresado. Aplica regla ingresado,direct:ingresado,DB2,,,cl.coopeuch.integracion.condicionescomerciales.util.RouteFacade,salidaReglasAll,,800,,,,DB2|PA_SEL_WS_CONSULTARESTADOINGRESADOAll.sql,,,,,Ingresado,Operación ingresado,ALTA,DB2
coopeuch-migracion-rscondicionescomerciales,servicio-condiciones-comerciales,excepcion,Manejo Errores,Route,Manejo centralizado de excepciones condiciones comerciales. Escribe en cola fault,direct:excepcion,AMQ,,,cl.coopeuch.integracion.condicionescomerciales.util.RouteFacade,excepcionAmq|excepcionCrear,,800,,,,ActiveMQ|{{amq.queue.fault}}|exchangePattern=InOnly,,,,,JSON marshaling,Handler central de errores condiciones comerciales. Serializa a JSON,ALTA,ActiveMQ
coopeuch-migracion-rsconstanciadeprepago,servicio-constanciadeprepago-context,servicioConstanciaDePrepagoEndpoint,SOAP Endpoint,Endpoint,Endpoint SOAP constancia de prepago. Servicio SOAP,/ServicioConstanciaDePrepago,SOAP,,,cl.coopeuch.core.constanciadeprepago.ConstanciaDePrepago,,,,,,,,,Endpoint SOAP constancia de prepago. Servicio SOAP,ALTA,SOAP
coopeuch-migracion-rsconstanciadeprepago,servicio-constanciadeprepago-context,endpointLogPlataformas,Cliente REST,Cliente,Cliente REST log plataformas. Servicio externo,${wsLogPlataformas.endpoint},REST,,,cl.coopeuch.integracion.util.RouteFacade,,,,,,,,,Cliente REST log plataformas. Servicio externo,ALTA,REST
coopeuch-migracion-rsconstanciadeprepago,servicio-constanciadeprepago-context,consultaDatosConstancia,Operación,Route,Operación consulta datos constancia. Consulta datos constancia,direct:consultaDatosConstancia,AMQ,,,cl.coopeuch.integracion.util.RouteFacade,,,,800,,,,ActiveMQ|{{amq.queue.amq.req}}|{{amq.queue.amq.res}}|exchangePattern=InOut,,,,,Consultar Datos Constancia,Operación consulta datos constancia,ALTA,ActiveMQ
coopeuch-migracion-rsconstanciadeprepago,servicio-constanciadeprepago-context,wsLogPlataformasGuardar,Operación,Route,Operación guardar log plataformas. Guarda log plataformas,direct:wsLogPlataformasGuardar,REST,,,cl.coopeuch.integracion.util.RouteFacade,guardarLogRequest,,800,,,,REST|endpointLogPlataformas,,,,,Guardar Log Plataformas,Operación guardar log plataformas,ALTA,REST
coopeuch-migracion-rsconstanciapago,wsconstanciapago,endpointWSConstanciaPago,SOAP Endpoint,Endpoint,Endpoint SOAP constancia pago. Servicio SOAP con validación de esquema,/WSConstanciaPago,SOAP,,,cl.coopeuch.integracion.constanciapago.wsdl.WSConstanciaPagoSOAPPortType,,,,,,,,,Endpoint SOAP constancia pago. Servicio SOAP con validación de esquema,ALTA,SOAP
coopeuch-migracion-rsconstanciapago,wsconstanciapago,endpointRSConstanciaPago,REST Endpoint,Endpoint,Endpoint REST constancia pago. Servicio REST,/RSConstanciaPago,REST,,,cl.coopeuch.integracion.constanciapago.wsdl.WSConstanciaPagoSOAPPortType,,,,,,,,,Endpoint REST constancia pago. Servicio REST,ALTA,REST
coopeuch-migracion-rsconstanciapago,wsconstanciapago,endpointDocumento,Cliente REST,Cliente,Cliente REST documento. Servicio externo,[{wsconstanciapago.servicio.documento.endpoint}],REST,,,cl.coopeuch.integracion.constanciapago.util.RouteFacade,,,,,,,,,Cliente REST documento. Servicio externo,ALTA,REST
coopeuch-migracion-rsconstanciapago,wsconstanciapago,endpointNotificacion,Cliente REST,Cliente,Cliente REST notificación. Servicio externo,[{wsconstanciapago.servicio.notificacion.endpoint}],REST,,,cl.coopeuch.integracion.constanciapago.util.RouteFacade,,,,,,,,,Cliente REST notificación. Servicio externo,ALTA,REST
coopeuch-migracion-rsconstanciapago,wsconstanciapago,dataSource,DataSource,DataSource,DataSource SQL Server constancia pago. Conexión a base de datos SQL Server,dataSource,SQL Server,,,net.sourceforge.jtds.jdbc.Driver,[{constanciapago.jdbc.sql.url}]|[{constanciapago.jdbc.sql.username}]|[{constanciapago.jdbc.sql.password}],,,,,,,,DataSource SQL Server constancia pago. Conexión a base de datos SQL Server,ALTA,SQL Server
coopeuch-migracion-rsconstanciapago,wsconstanciapago,consultarConstanciaPago,Operación,Route,Operación consultar constancia pago. Consulta constancia pago,direct:consultarConstanciaPago,AMQ,,,cl.coopeuch.integracion.constanciapago.util.RouteFacade,,,,800,,,,ActiveMQ|{{amq.queue.req}}|{{amq.queue.res}}|exchangePattern=InOut,,,,,Consultar Constancia Pago,Operación consultar constancia pago,ALTA,ActiveMQ
coopeuch-migracion-rsconstanciapago,wsconstanciapago,consultarRegistros,Operación,Route,Operación consultar registros. Consulta registros,direct:consultarRegistros,SQL Server,,,cl.coopeuch.integracion.constanciapago.util.RouteFacade,generarRequestPALect|generarObjetos,,800,,,,SQL Server|pa_selCreditos.sql,,,,,Consultar Registros,Operación consultar registros,ALTA,SQL Server
coopeuch-migracion-rsconstanciapago,wsconstanciapago,generarDocumento,Operación,Route,Operación generar documento. Genera documento,direct:generarDocumento,REST,,,cl.coopeuch.integracion.constanciapago.util.RouteFacade,generarRequestDocumento|generarResponseDocumento,,800,,,,REST|endpointDocumento,,,,,Generar Documento,Operación generar documento,ALTA,REST
coopeuch-migracion-rsconstanciapago,wsconstanciapago,enviarDocumento,Operación,Route,Operación enviar documento. Envía documento,direct:enviarDocumento,REST,,,cl.coopeuch.integracion.constanciapago.util.RouteFacade,requestNotificacion|responseNotificacion,,800,,,,REST|endpointNotificacion,,,,,Enviar Documento,Operación enviar documento,ALTA,REST
coopeuch-migracion-rsconstanciapago,wsconstanciapago,excepcion,Manejo Errores,Route,Manejo centralizado de excepciones constancia pago. Escribe en cola fault,direct:excepcion,AMQ,,,cl.coopeuch.integracion.constanciapago.util.RouteFacade,excepcionAmq|excepcionCrear,,800,,,,ActiveMQ|{{amq.queue.fault}}|exchangePattern=InOnly,,,,,JSON marshaling,Handler central de errores constancia pago. Serializa a JSON,ALTA,ActiveMQ
coopeuch-migracion-rsconsultacontrato,servicio-contratos-context,ConsultaContratoEndpoint,SOAP Endpoint,Endpoint,Endpoint SOAP consulta contrato. Servicio SOAP,/ConsultaContrato,SOAP,,,cl.coopeuch.contratos.consultacontrato.ConsultaContrato,,,,,,,,,Endpoint SOAP consulta contrato. Servicio SOAP,ALTA,SOAP
coopeuch-migracion-rsconsultacontrato,servicio-contratos-context,dataSourceSqlServer,DataSource,DataSource,DataSource SQL Server consulta contrato. Conexión a base de datos SQL Server,dataSourceSqlServer,SQL Server,,,net.sourceforge.jtds.jdbc.Driver,[{jdbc.sqlserver.url.contratos}]|[{jdbc.sqlserver.username.contratos}]|[{jdbc.sqlserver.password.contratos}],,,,,,,,DataSource SQL Server consulta contrato. Conexión a base de datos SQL Server,ALTA,SQL Server
coopeuch-migracion-rsconsultacontrato,servicio-contratos-context,pa_selContratosProveedor,Stored Procedure,Stored Procedure,Stored procedure consulta contratos proveedor. Procedimiento almacenado,pa_selContratosProveedor,SQL Server,,,cl.coopeuch.util.db.StoredProcedureBean,,,,,,,,,Stored procedure consulta contratos proveedor. Procedimiento almacenado,ALTA,SQL Server
coopeuch-migracion-rsconsultacontrato,servicio-contratos-context,TraerContratoPorProveedor,Operación,Route,Operación traer contrato por proveedor. Trae contrato por proveedor,direct:TraerContratoPorProveedor,SQL Server,,,cl.coopeuch.util.db.StoredProcedureBean,,,,800,,,,SQL Server|pa_selContratosProveedor,,,,,Traer Contrato Por Proveedor,Operación traer contrato por proveedor,ALTA,SQL Server
coopeuch-migracion-rsconsultatasas,servicio-consulta-tasas-context,servicioConsultaTasasEndpoint,SOAP Endpoint,Endpoint,Endpoint SOAP consulta tasas. Servicio SOAP,/ServicioConsultaTasas,SOAP,,,cl.coopeuch.core.consultatasas.ConsultaTasas,,,,,,,,,Endpoint SOAP consulta tasas. Servicio SOAP,ALTA,SOAP
coopeuch-migracion-rsconsultatasas,servicio-consulta-tasas-context,endpointRSConsultaTasas,REST Endpoint,Endpoint,Endpoint REST consulta tasas. Servicio REST,/RSConsultaTasas,REST,,,cl.coopeuch.core.service.rest.ConsultaTasasRest,,,,,,,,,Endpoint REST consulta tasas. Servicio REST,ALTA,REST
coopeuch-migracion-rsconsultatasas,servicio-consulta-tasas-context,consultaTasaParaCredito,Operación,Route,Operación consulta tasa para crédito. Consulta tasa para crédito,direct:consultaTasaParaCredito,AMQ,,,cl.coopeuch.util.RouteFacade,consultaTasaParaCreditoRequest|consultaTasaParaCreditoResponse,,800,,,,ActiveMQ|{{amq.queue.temp.int}}|exchangePattern=InOut,,,,,Consultar Tasa Para Crédito,Operación consulta tasa para crédito,ALTA,ActiveMQ
coopeuch-migracion-rsconsultatasas,servicio-consulta-tasas-context,consultaTasaParaCreditoPDA,Operación,Route,Operación consulta tasa para crédito PDA. Consulta tasa para crédito PDA,direct:consultaTasaParaCreditoPDA,AMQ,,,cl.coopeuch.util.RouteFacade,consultaTasaParaCreditoPDARequest|consultaTasaParaCreditoPDAResponse,,800,,,,ActiveMQ|{{amq.queue.temp.int}}|exchangePattern=InOut,,,,,Consultar Tasa Para Crédito PDA,Operación consulta tasa para crédito PDA,ALTA,ActiveMQ
coopeuch-migracion-rscontrato,servicio-contrato,endpointWSContrato,SOAP Endpoint,Endpoint,Endpoint SOAP contrato. Servicio SOAP,/WSContrato,SOAP,,,cl.coopeuch.integracion.contrato.canales.wsdl.WSContratoPortType,,,,,,,,,Endpoint SOAP contrato. Servicio SOAP,ALTA,SOAP
coopeuch-migracion-rscontrato,servicio-contrato,endpointRSContrato,REST Endpoint,Endpoint,Endpoint REST contrato. Servicio REST,/RSContrato,REST,,,cl.coopeuch.integracion.contrato.canales.wsdl.WSContratoPortType,,,,,,,,,Endpoint REST contrato. Servicio REST,ALTA,REST
coopeuch-migracion-rscontrato,servicio-contrato,dataSourceSqlDb2,DataSource,DataSource,DataSource DB2 contrato. Conexión a base de datos DB2,dataSourceSqlDb2,DB2,,,com.ibm.as400.access.AS400JDBCDriver,[[jdbc.db2.url.servicio]]|[[jdbc.db2.username.personas]]|[[jdbc.db2.password.personas]],,,,,,,,DataSource DB2 contrato. Conexión a base de datos DB2,ALTA,DB2
coopeuch-migracion-rscontrato,servicio-contrato,firmar,Operación,Route,Operación firmar contrato. Firma contrato,direct:firmar,AMQ,,,cl.coopeuch.integracion.contrato.canales.util.RouteFacade,crearJMSCorrelationId24,,800,,,,ActiveMQ|{{amq.queue.req}}|{{amq.queue.res}}|exchangePattern=InOut,,,,,Firmar Contrato,Operación firmar contrato,ALTA,ActiveMQ
coopeuch-migracion-rscontrato,servicio-contrato,consultarContratoCanales,Operación,Route,Operación consultar contrato canales. Consulta contrato canales,direct:consultarContratoCanales,DB2,,,cl.coopeuch.integracion.contrato.canales.util.RouteFacade,validarIngreso|consultarContratoCanalesResponse,,800,,,,DB2|PA_SEL_CONTRATO_CONSULTARContratoCanales_WS.sql,,,,,Consultar Contrato Canales,Operación consultar contrato canales,ALTA,DB2
coopeuch-migracion-rscontrato,servicio-contrato,exceptionRoute,Operación,Route,Operación manejo excepciones contrato. Maneja excepciones contrato,direct:exceptionRoute,AMQ,,,cl.coopeuch.integracion.contrato.canales.util.RouteFacade,excepcionAmq|iniciarExcepcion,,800,,,,ActiveMQ|{{amq.queue.fault}}|exchangePattern=InOnly,,,,,Manejo Excepciones,Operación manejo excepciones contrato,ALTA,ActiveMQ
coopeuch-migracion-rscontroversiadocumento,servicio-controversia-documento,endpointWSControversiaDocumento,SOAP Endpoint,Endpoint,Endpoint SOAP controversia documento. Servicio SOAP con validación de esquema,/WSControversiaDocumento,SOAP,,,cl.coopeuch.integracion.utilidad.serviciocontroversiadocumento.wsdl.WSControversiaDocumentoSOAPPortType,,,,,,,,,Endpoint SOAP controversia documento. Servicio SOAP con validación de esquema,ALTA,SOAP
coopeuch-migracion-rscontroversiadocumento,servicio-controversia-documento,endpointRSControversiaDocumento,REST Endpoint,Endpoint,Endpoint REST controversia documento. Servicio REST,/RSControversiaDocumento,REST,,,cl.coopeuch.integracion.utilidad.serviciocontroversiadocumento.wsdl.WSControversiaDocumentoSOAPPortType,,,,,,,,,Endpoint REST controversia documento. Servicio REST,ALTA,REST
coopeuch-migracion-rscontroversiadocumento,servicio-controversia-documento,endpointConsultarDocumentos,Cliente REST,Cliente,Cliente REST consultar documentos. Servicio externo,{{controversias.consultardocumentos.lambda.endpoint}},REST,,,cl.coopeuch.integracion.lambda.consultardocumentos.LambdaConsultarDocumentosResponse,,,,,,,,,Cliente REST consultar documentos. Servicio externo,ALTA,REST
coopeuch-migracion-rscontroversiadocumento,servicio-controversia-documento,consultar,Operación,Route,Operación consultar controversia documento. Consulta controversia documento,direct:consultar,REST,,,cl.coopeuch.integracion.utilidad.serviciocontroversiadocumento.util.RouteFacade,prepararRequestConsultar|generarResponseConsultar,,800,,,,REST|endpointConsultarDocumentos,,,,,Consultar Controversia Documento,Operación consultar controversia documento,ALTA,REST
coopeuch-migracion-rscontroversiadocumento,servicio-controversia-documento,excepcion,Manejo Errores,Route,Manejo centralizado de excepciones controversia documento. Escribe en cola fault,direct:excepcion,AMQ,,,cl.coopeuch.integracion.utilidad.serviciocontroversiadocumento.util.RouteFacade,excepcionAmq|excepcionCrear,,800,,,,ActiveMQ|{{amq.queue.fault}}|exchangePattern=InOnly,,,,,JSON marshaling,Handler central de errores controversia documento. Serializa a JSON,ALTA,ActiveMQ
coopeuch-migracion-rsconvenios,servicio-convenios,endpointServicioConvenios,SOAP Endpoint,Endpoint,Endpoint SOAP servicio convenios. Servicio SOAP con validación de esquema,/ServicioConvenios,SOAP,,,cl.coopeuch.core.convenios.servicioconvenios.Convenios,,,,,,,,,Endpoint SOAP servicio convenios. Servicio SOAP con validación de esquema,ALTA,SOAP
coopeuch-migracion-rsconvenios,servicio-convenios,endpointRSConvenios,REST Endpoint,Endpoint,Endpoint REST convenios. Servicio REST,/RSConvenios,REST,,,cl.coopeuch.core.convenios.util.ConveniosRest,,,,,,,,,Endpoint REST convenios. Servicio REST,ALTA,REST
coopeuch-migracion-rsconvenios,servicio-convenios,AMQ,ActiveMQ,Componente,Componente ActiveMQ convenios. Cola de mensajes,AMQ,AMQ,,,org.apache.activemq.camel.component.ActiveMQComponent,brokerURL|userName|password|usePooledConnection,{[amq.broker.url]}|{[amq.username]}|{[amq.password]}|true,,,,,,,Componente ActiveMQ convenios. Cola de mensajes,ALTA,ActiveMQ
coopeuch-migracion-rsconvenios,servicio-convenios,routeFacade,Route Facade,Bean,Bean facade convenios. Lógica de negocio,cl.coopeuch.core.convenios.util.RouteFacade,Bean,,,cl.coopeuch.core.convenios.util.RouteFacade,,,,,,,,,Bean facade convenios. Lógica de negocio,ALTA,Bean
coopeuch-migracion-rsconvenios,servicio-convenios,aggregateConsultaPautaConvenio,Aggregator,Bean,Aggregator consulta pauta convenio. Agregación de respuestas,cl.coopeuch.core.convenios.util.AggregateConsultaPautaConvenio,Bean,,,cl.coopeuch.core.convenios.util.AggregateConsultaPautaConvenio,,,,,,,,,Aggregator consulta pauta convenio. Agregación de respuestas,ALTA,Bean
coopeuch-migracion-rsconvenios,servicio-convenios,jsonProvider,JSON Provider,Bean,Provider JSON convenios. Serialización JSON,com.fasterxml.jackson.jaxrs.json.JacksonJsonProvider,Bean,,,com.fasterxml.jackson.jaxrs.json.JacksonJsonProvider,,,,,,,,,Provider JSON convenios. Serialización JSON,ALTA,Bean
coopeuch-migracion-rsconvenios,servicio-convenios,cxf-routeSoap,Route SOAP,Route,Route entrada SOAP convenios. Procesa requests SOAP,cxf:bean:servicioConveniosEndpoint?DataFormat=MESSAGE,SOAP,,,cl.coopeuch.core.convenios.servicioconvenios.Convenios,,,,,,,,,Route entrada SOAP convenios. Procesa requests SOAP,ALTA,SOAP
coopeuch-migracion-rsconvenios,servicio-convenios,jms-route,Route JMS,Route,Route entrada JMS convenios. Procesa mensajes cola,AMQ:queue:{{colas.servicio.convenio.in.temp}}?preserveMessageQos=true,AMQ,,,cl.coopeuch.core.convenios.servicioconvenios.Convenios,,,,,,,,,Route entrada JMS convenios. Procesa mensajes cola,ALTA,AMQ
coopeuch-migracion-rsconvenios,servicio-convenios,cxf-rest,Route REST,Route,Route entrada REST convenios. Procesa requests REST,cxfrs:bean:conveniosRest,REST,,,cl.coopeuch.core.convenios.util.ConveniosRest,,,,,,,,,Route entrada REST convenios. Procesa requests REST,ALTA,REST
coopeuch-migracion-rscoop,servicio-wscoop,endpointFromWsCoop,SOAP Endpoint,Endpoint,Endpoint SOAP entrada WsCoop. Servicio SOAP,/WsCoop.svc,SOAP,,,org.tempuri.IServiceCoop,,,,,,,,,Endpoint SOAP entrada WsCoop. Servicio SOAP,ALTA,SOAP
coopeuch-migracion-rscoop,servicio-wscoop,endpointToWsCoop,SOAP Cliente,Cliente,Cliente SOAP salida WsCoop. Servicio externo,{{http-proxy.WsCoop.url.to}},SOAP,,,org.tempuri.IServiceCoop,,,,,,,,,Cliente SOAP salida WsCoop. Servicio externo,ALTA,SOAP
coopeuch-migracion-rscoop,servicio-wscoop,wsCoop,Route Proxy,Route,Route proxy WsCoop. Proxy SOAP,cxf:bean:fromWsCoopEndPoint?dataFormat=MESSAGE,SOAP,,,org.tempuri.IServiceCoop,,,,,,,,,Route proxy WsCoop. Proxy SOAP,ALTA,SOAP
coopeuch-migracion-rscoopeuch,servicio-coopeuch,endpointServicioCoopeuch,SOAP Endpoint,Endpoint,Endpoint SOAP servicio coopeuch. Servicio SOAP,/ServicioCoopeuch,SOAP,,,cl.coopeuch.core.coopeuch.Coopeuch,,,,,,,,,Endpoint SOAP servicio coopeuch. Servicio SOAP,ALTA,SOAP
coopeuch-migracion-rscoopeuch,servicio-coopeuch,AMQ,ActiveMQ,Componente,Componente ActiveMQ coopeuch. Cola de mensajes,AMQ,AMQ,,,org.apache.activemq.camel.component.ActiveMQComponent,brokerURL|userName|password|usePooledConnection,${amq.broker.url}|${amq.username}|${amq.password}|true,,,,,,,Componente ActiveMQ coopeuch. Cola de mensajes,ALTA,ActiveMQ
coopeuch-migracion-rscoopeuch,servicio-coopeuch,cx-RuteoOperaciones,Route Principal,Route,Route principal coopeuch. Ruteo operaciones,cxf:bean:servicioCoopeuchEndpoint?DataFormat=MESSAGE,SOAP,,,cl.coopeuch.core.coopeuch.Coopeuch,,,,,,,,,Route principal coopeuch. Ruteo operaciones,ALTA,SOAP
coopeuch-migracion-rscoopeuch,servicio-coopeuch,traerListaGerenciasRegionales,Operación,Route,Operación traer lista gerencias regionales. Consulta gerencias,direct:traerListaGerenciasRegionales,AMQ,,,cl.coopeuch.core.coopeuch.Coopeuch,,,,,,,,,Operación traer lista gerencias regionales. Consulta gerencias,ALTA,AMQ
coopeuch-migracion-rscoopeuch,servicio-coopeuch,traerListaOficinas,Operación,Route,Operación traer lista oficinas. Consulta oficinas,direct:traerListaOficinas,AMQ,,,cl.coopeuch.core.coopeuch.Coopeuch,,,,,,,,,Operación traer lista oficinas. Consulta oficinas,ALTA,AMQ
coopeuch-migracion-rscoopeuchpass,servicio-coopeuchPass,endpointCoopeuchPassSOAP,SOAP Endpoint,Endpoint,Endpoint SOAP coopeuch pass. Servicio SOAP con validación,/WSCoopeuchPass,SOAP,,,cl.coopeuch.integracion.coopeuchpass.wsdl.WSCoopeuchPassSOAPPortType,,,,,,,,,Endpoint SOAP coopeuch pass. Servicio SOAP con validación,ALTA,SOAP
coopeuch-migracion-rscoopeuchpass,servicio-coopeuchPass,endpointCoopeuchPassREST,REST Endpoint,Endpoint,Endpoint REST coopeuch pass. Servicio REST,/RSCoopeuchPass,REST,,,cl.coopeuch.integracion.coopeuchpass.wsdl.WSCoopeuchPassSOAPPortType,,,,,,,,,Endpoint REST coopeuch pass. Servicio REST,ALTA,REST
coopeuch-migracion-rscoopeuchpassmovil,servicio-coopeuchPassMovil,endpointCoopeuchPassSOAP,SOAP Endpoint,Endpoint,Endpoint SOAP coopeuch pass móvil. Servicio SOAP,/WSCoopeuchPassMovil,SOAP,,,cl.coopeuch.integracion.tarea.wscoopeuchpassmovil.wsdl.WSCoopeuchPassMovilSOAPPortType,,,,,,,,,Endpoint SOAP coopeuch pass móvil. Servicio SOAP,ALTA,SOAP
coopeuch-migracion-rscoopeuchpassmovil,servicio-coopeuchPassMovil,endpointCoopeuchPassMovilRest,REST Endpoint,Endpoint,Endpoint REST coopeuch pass móvil. Servicio REST,/RSCoopeuchPassMovil,REST,,,cl.coopeuch.integracion.tarea.wscoopeuchpassmovil.wsdl.WSCoopeuchPassMovilSOAPPortType,,,,,,,,,Endpoint REST coopeuch pass móvil. Servicio REST,ALTA,REST
coopeuch-migracion-rscorredoraseguros,servicio-corredora-seguros,endpointWSCorredoraSeguros,SOAP Endpoint,Endpoint,Endpoint SOAP corredora seguros. Servicio SOAP con validación,/WSCorredoraSeguros,SOAP,,,cl.coopeuch.integracion.corredoraseguros.wsdl.WSCorredoraSegurosSOAPPortType,,,,,,,,,Endpoint SOAP corredora seguros. Servicio SOAP con validación,ALTA,SOAP
coopeuch-migracion-rscorredoraseguros,servicio-corredora-seguros,WSCorredoraSegurosREST,REST Endpoint,Endpoint,Endpoint REST corredora seguros. Servicio REST,/RSCorredoraSeguros,REST,,,cl.coopeuch.integracion.corredoraseguros.wsdl.WSCorredoraSegurosSOAPPortType,,,,,,,,,Endpoint REST corredora seguros. Servicio REST,ALTA,REST
coopeuch-migracion-rscorredoraseguros,servicio-corredora-seguros,dataSourceSqlServer,SQL Server,DataSource,DataSource SQL Server corredora seguros. Base de datos,net.sourceforge.jtds.jdbc.Driver,SQL,,,org.apache.commons.dbcp.BasicDataSource,driverClassName|url|username|password,net.sourceforge.jtds.jdbc.Driver|[{corredoraseguros.sqlserver.url}]|[{corredoraseguros.sqlserver.username}]|[{corredoraseguros.sqlserver.password}],,,,,,,,DataSource SQL Server corredora seguros. Base de datos,ALTA,SQL
coopeuch-migracion-rscreditohipotecario,servicio-credito-hipotecario-context,endpointServicioCreditoHipotecario,SOAP Endpoint,Endpoint,Endpoint SOAP crédito hipotecario. Servicio SOAP,/ServicioCreditoHipotecario,SOAP,,,cl.coopeuch.integracion.creditohipotecario.wsdl.CreditoHipotecarioPortType,,,,,,,,,Endpoint SOAP crédito hipotecario. Servicio SOAP,ALTA,SOAP
coopeuch-migracion-rscreditohipotecario,servicio-credito-hipotecario-context,endpointRSCreditoHipotecario,REST Endpoint,Endpoint,Endpoint REST crédito hipotecario. Servicio REST,/RSCreditoHipotecario,REST,,,cl.coopeuch.integracion.creditohipotecario.service.rest.CreditoHipotecarioRest,,,,,,,,,Endpoint REST crédito hipotecario. Servicio REST,ALTA,REST
coopeuch-migracion-rscreditohipotecario,servicio-credito-hipotecario-context,AMQ,ActiveMQ,Componente,Componente ActiveMQ crédito hipotecario. Cola de mensajes,AMQ,AMQ,,,org.apache.activemq.camel.component.ActiveMQComponent,brokerURL|userName|password|usePooledConnection,{[amq.broker.url]}|{[amq.username]}|{[amq.password]}|true,,,,,,,Componente ActiveMQ crédito hipotecario. Cola de mensajes,ALTA,ActiveMQ
coopeuch-migracion-rscreditohipotecariows,servicio-WebHipotecario-context,endpointServicioWebHipotecario,SOAP Endpoint,Endpoint,Endpoint SOAP web hipotecario. Servicio SOAP,/ServicioHipotecarioWeb/services/ServicioHipotecarioWs,SOAP,,,cl.coopeuch.hipotecario.web.servicios.ws.ServicioHipotecarioWs,,,,,,,,,Endpoint SOAP web hipotecario. Servicio SOAP,ALTA,SOAP
coopeuch-migracion-rscreditohipotecariows,servicio-WebHipotecario-context,dataSourceSybase,Sybase,DataSource,DataSource Sybase web hipotecario. Base de datos,net.sourceforge.jtds.jdbc.Driver,SQL,,,org.apache.commons.dbcp.BasicDataSource,driverClassName|url|username|password,net.sourceforge.jtds.jdbc.Driver|${jdbc.sybase.url.creditohipotecario}/CredHipotecario|${jdbc.sybase.username.creditohipotecario}|${jdbc.sybase.password.creditohipotecario},,,,,,,,DataSource Sybase web hipotecario. Base de datos,ALTA,SQL
coopeuch-migracion-rscreditolisto,servicio-creditolisto,endpointServicioCreditoListo,SOAP Endpoint,Endpoint,Endpoint SOAP crédito listo. Servicio SOAP,/ServiciosMovilesWeb/services/ServicioCreditoFacilWSDL,SOAP,,,cl.coopeuch.serviciosmoviles.creditosfacil.ServicioCreditoFacilWSDL,,,,,,,,,Endpoint SOAP crédito listo. Servicio SOAP,ALTA,SOAP
coopeuch-migracion-rscreditolisto,servicio-creditolisto,creditoListoRest,REST Endpoint,Endpoint,Endpoint REST crédito listo. Servicio REST,/RSCreditoListo,REST,,,cl.coopeuch.serviciosmoviles.creditosfacil.rest.CreditoListoRest,,,,,,,,,Endpoint REST crédito listo. Servicio REST,ALTA,REST
coopeuch-migracion-rscreditolisto,servicio-creditolisto,dataSourceSQLServer,SQL Server,DataSource,DataSource SQL Server crédito listo. Base de datos,net.sourceforge.jtds.jdbc.Driver,SQL,,,org.apache.commons.dbcp.BasicDataSource,driverClassName|url|username|password,net.sourceforge.jtds.jdbc.Driver|[{jdbc.sqlserver.url.creditolisto}]/creditos|[{jdbc.sqlserver.username.creditolisto}]|[{jdbc.sqlserver.password.creditolisto}],,,,,,,,DataSource SQL Server crédito listo. Base de datos,ALTA,SQL
